leaf_count,mean_area,total_area,mean_length,mean_width,image_id,actual_yield
32,240.07250000000005,7682.3200000000015,18.00625,11.89375,044097f45,74.42139054524606
64,191.74250000000004,12271.520000000002,15.321875,11.990625,045d846eb,123.75988783081536
46,205.15913043478264,9437.320000000002,15.647826086956524,12.408695652173916,0478cbc2a,107.88221159045538
77,202.51220779220785,15593.440000000002,18.948051948051948,10.150649350649353,04981ca30,156.55674435910635
95,315.2197894736843,29945.880000000005,21.147368421052636,13.738947368421051,04a47965e,294.75757904362354
47,331.84595744680854,15596.760000000002,22.119148936170216,13.885106382978725,04b7f3a15,160.0297035113363
87,179.45931034482763,15612.960000000005,14.919540229885058,11.439080459770116,04f906b5d,156.36558871055115
74,194.48216216216215,14391.680000000002,16.17837837837838,11.283783783783784,04fe56fd3,137.93501821989682
64,239.55875000000003,15331.760000000002,18.19375,11.89375,05522807e,156.62985942763316
19,250.59578947368425,4761.320000000001,19.126315789473686,12.126315789473685,0557047b9,52.126452827510874
39,203.14769230769232,7922.760000000001,15.528205128205128,12.405128205128204,0573ed37c,72.94965685646932
7,250.4000000000001,1752.8000000000004,22.800000000000004,10.257142857142856,058ad1382,21.674621266638102
34,187.9388235294118,6389.920000000001,15.270588235294118,12.029411764705882,059125072,65.94212760416461
35,320.4068571428572,11214.240000000002,21.680000000000003,14.325714285714287,0594af5a7,109.41763765765853
95,231.50821052631585,21993.28000000001,17.03157894736842,12.730526315789474,05ac5dc96,225.48753649101153
11,411.2000000000001,4523.200000000001,23.763636363636365,17.09090909090909,05c6591ee,43.50654172530433
56,175.2835714285715,9815.880000000005,15.010714285714286,10.707142857142856,05cd43275,101.5363538399012
37,293.6000000000001,10863.200000000004,20.486486486486488,13.67027027027027,05dfa9bb1,105.15438476057828
39,341.2389743589744,13308.320000000003,21.682051282051283,15.138461538461538,05e946e1f,124.37347556714613
71,148.64845070422538,10554.040000000005,14.664788732394369,9.707042253521127,060543bbf,101.66108181190029
52,118.28923076923078,6151.040000000001,12.376923076923076,9.1,060740e25,52.10347083918291
93,146.86150537634413,13658.120000000004,14.797849462365592,9.273118279569893,060c572e4,141.1711808668029
96,174.05500000000004,16709.280000000002,16.785416666666666,9.816666666666668,060fd0cd8,169.93735464697386
53,247.62339622641517,13124.040000000005,18.264150943396228,12.728301886792451,06152e5bf,126.45890104904932
86,150.82000000000002,12970.520000000002,16.379069767441862,8.888372093023257,0679b8bab,123.88426381158581
57,138.26526315789476,7881.120000000002,13.0140350877193,10.066666666666668,06812a4fc,82.40331494696905
65,151.43200000000002,9843.080000000002,13.84923076923077,10.566153846153847,069719eab,100.39717448301491
71,171.54704225352114,12179.840000000002,14.90985915492958,10.929577464788732,06a78c36e,124.11443318524834
25,308.81600000000003,7720.4000000000015,20.824,13.8,06b42df4e,78.8025828313496
69,211.7234782608696,14608.920000000002,16.118840579710145,12.4,06fdd4941,140.48911723953174
88,150.2477272727273,13221.800000000005,13.75,10.379545454545456,073d83544,132.51963551747343
16,230.92250000000004,3694.7600000000007,17.825000000000003,12.675,07479da31,29.77065356345872
88,145.49545454545458,12803.600000000002,16.761363636363637,8.563636363636364,077ba8cca,116.88236375320469
62,237.2167741935484,14707.440000000002,17.57741935483871,12.8,077c0bddb,148.92534810515141
13,269.7569230769231,3506.8400000000006,23.661538461538463,11.2,0785826af,32.82483717051959
18,213.4355555555556,3841.8400000000006,17.644444444444446,12.033333333333337,0787635a2,33.028327816885515
37,284.8810810810812,10540.600000000002,18.28648648648649,13.345945945945946,078d5b8b9,95.70983270076417
80,178.824,14305.920000000002,14.985,11.4,07a4d2b9e,145.1422840689909
77,179.77298701298704,13842.520000000002,15.742857142857144,10.87012987012987,07d6634c4,128.07934826278856
79,234.71189873417728,18542.240000000005,19.79746835443038,10.939240506329115,07dc460bc,188.32469872675352
72,191.5216666666667,13789.560000000003,15.772222222222224,11.958333333333334,07ebc6045,129.07788709181904
72,210.49444444444447,15155.600000000002,17.30277777777778,11.405555555555557,07f519e11,146.16019020820573
113,112.87716814159296,12755.120000000004,12.50265486725664,8.628318584070797,08568d66f,128.35825603512387
52,182.64230769230767,9497.4,14.426923076923078,11.973076923076924,085d0d511,104.08463410601706
78,218.7482051282052,17062.360000000004,17.592307692307692,11.92820512820513,086349fe8,167.85596094502995
46,282.1156521739131,12977.320000000002,19.556521739130435,13.491304347826087,086b6a39d,128.9758320680081
45,232.12888888888892,10445.800000000005,18.764444444444447,11.915555555555557,0874422e6,96.4477616970372
103,222.1553398058253,22882.000000000004,19.41165048543689,10.949514563106796,0877092cc,230.1641886532346
67,306.5540298507463,20539.120000000003,21.295522388059705,13.564179104477612,088d3df51,208.7626780584154
39,219.8461538461539,8574.000000000002,16.835897435897436,11.856410256410255,08a55ca8a,91.62656362874844
69,189.48115942028988,13074.200000000004,15.707246376811591,11.704347826086956,08a65db34,135.4928730639971
63,210.79873015873025,13280.320000000003,16.295238095238098,12.323809523809524,08aa26ac1,129.64482394497472
50,402.4944000000001,20124.720000000005,23.404,15.816,08dd31605,206.5021947029599
36,239.7133333333334,8629.680000000002,17.233333333333334,13.433333333333334,0923194d6,87.00618119604346
36,270.38222222222225,9733.760000000002,18.461111111111112,13.827777777777778,09539e132,99.1867889279668
19,223.42736842105268,4245.120000000001,18.094736842105263,11.747368421052633,09798007b,38.91875967668295
37,308.4897297297298,11414.120000000004,19.72972972972973,14.254054054054054,097af10ac,115.25518959426593
73,178.20273972602743,13008.800000000005,15.432876712328769,10.945205479452056,0980aa079,121.06933201991177
87,246.98804597701152,21487.960000000003,18.701149425287355,11.90344827586207,0989b2627,219.02870643247857
66,184.10121212121211,12150.680000000002,15.13939393939394,11.62121212121212,099c4c2b9,123.78114266500485
56,240.8428571428572,13487.200000000004,18.13571428571429,12.610714285714286,09b2de97e,145.00989576587094
72,312.0472222222223,22467.400000000005,21.8,13.294444444444444,09b4141a6,226.7572899117911
78,134.33487179487182,10478.120000000004,13.825641025641026,9.266666666666667,09ba65605,109.11713974579453
64,195.39437500000005,12505.240000000002,16.434375,11.346875,09bcc5259,117.2572535379153
69,190.47594202898557,13142.840000000002,18.71594202898551,9.933333333333335,09d50b59d,135.61442251427474
5,180.08800000000002,900.4400000000002,14.2,12.16,09eb21d04,10.368514734864075
64,203.53312500000004,13026.120000000004,16.056250000000002,12.05625,09f97e0cf,131.83279940012744
46,303.4947826086957,13960.760000000002,20.95217391304348,13.386956521739132,0a029eead,140.2513565519468
21,196.24761904761908,4121.200000000001,17.390476190476193,11.038095238095238,0a10cd864,41.14649653153084
38,277.6968421052632,10552.48,18.75263157894737,14.13157894736842,0a181bbb4,113.38318581630503
86,210.6674418604652,18117.400000000005,18.381395348837213,10.776744186046512,0a3cb453f,178.7269196455404
43,399.4288372093024,17175.440000000002,23.70232558139535,15.590697674418609,0a3ff84a7,180.4656832319175
43,212.88279069767444,9153.96,16.572093023255814,12.413953488372094,0a4408b37,94.0076618589881
30,312.92800000000005,9387.840000000002,20.2,14.513333333333334,0a4dc77c7,91.64076751478318
93,212.21290322580649,19735.800000000003,20.518279569892474,10.002150537634408,0a7338e6f,197.2130122237043
33,252.57212121212123,8334.880000000001,17.587878787878786,13.854545454545455,0a73f8a0f,80.84814525159058
33,408.0909090909091,13467.000000000002,24.006060606060608,16.35151515151515,0a97d54ae,129.72957690516623
40,282.26500000000004,11290.600000000002,19.880000000000003,12.820000000000002,0a9f24bdc,116.5215155972565
10,281.92800000000005,2819.2800000000007,19.96,13.56,0abbdee70,26.07801742917104
25,337.2560000000001,8431.400000000001,20.76,15.888000000000002,0abc443ae,81.70262635350967
68,221.4694117647059,15059.920000000002,18.947058823529414,11.055882352941175,0adcb2a1a,149.47353667802352
99,196.08929292929295,19412.840000000004,16.612121212121213,10.947474747474748,0aef2f67e,193.66488560974344
67,147.8537313432836,9906.200000000004,14.659701492537314,9.671641791044776,0afdb91a2,94.19838325500321
59,323.0589830508476,19060.480000000003,21.73220338983051,14.308474576271188,0b2967a7a,192.65345345167688
76,150.5715789473685,11443.440000000002,14.281578947368422,9.986842105263158,0b47876ec,109.57299026427368
59,150.335593220339,8869.800000000001,14.11186440677966,10.332203389830507,0b5b60131,83.15769833509106
71,276.18366197183104,19609.040000000005,19.34084507042253,13.59718309859155,0b7712f7a,197.574049882453
56,239.87571428571437,13433.040000000005,17.542857142857144,12.371428571428572,0b9624bd4,132.60374745592284
42,231.6238095238096,9728.200000000004,17.28095238095238,12.757142857142858,0ba2166af,96.74262260065316
42,266.0190476190477,11172.800000000005,19.871428571428574,12.980952380952385,0bb1adbd8,111.08324808098895
32,246.01250000000005,7872.4000000000015,17.25,12.65625,0bb98c55d,79.15561078757223
62,262.2470967741936,16259.320000000003,19.32903225806452,13.041935483870969,0bbb17b82,169.00999591325655
38,435.9936842105264,16567.760000000002,26.242105263157896,16.33157894736842,0bbcbab79,176.1392371397812
96,184.3225,17694.960000000003,16.566666666666666,10.170833333333334,0bff84dd0,176.09365000359463
141,115.1194326241135,16231.840000000004,12.309219858156029,8.848226950354611,0c06dde5b,168.86356652487459
24,212.5766666666667,5101.840000000001,16.2,12.558333333333335,0c264c98e,57.297028001777655
92,197.1213043478261,18135.160000000003,15.743478260869566,12.021739130434783,0c2d20111,174.97943743288408
29,377.4124137931036,10944.960000000005,23.855172413793102,15.082758620689656,0c3d9007c,108.61020175341243
61,168.0354098360656,10250.160000000002,15.039344262295083,10.59344262295082,0c7af1841,105.07633700367748
40,256.4030000000001,10256.120000000004,20.57,12.235,0ca276259,96.34066148650982
28,217.80142857142863,6098.440000000001,16.821428571428573,12.685714285714289,0ca410614,62.19522712722779
48,233.8416666666667,11224.4,17.920833333333334,12.791666666666666,0cbb43d45,114.31558922411344
26,425.52615384615393,11063.680000000002,24.184615384615388,16.584615384615386,0cbcaf240,102.59069177926591
103,193.7623300970874,19957.520000000004,18.203883495145632,9.988349514563106,0cbe3f32c,200.98235780796716
30,423.1840000000001,12695.520000000002,23.793333333333337,17.166666666666668,0cca0ffc8,135.73393622239033
53,221.1758490566038,11722.320000000002,18.34716981132076,11.773584905660377,0ce3a22a3,126.81151863103774
3,249.64,748.9200000000001,19.2,13.2,0cf7ef43d,5.036341493482628
11,173.4509090909091,1907.9600000000005,15.672727272727274,11.181818181818182,0d08bc31f,13.386789671074753
48,240.53666666666672,11545.760000000002,17.475,13.154166666666669,0d2948e6d,117.69441718492192
85,149.556705882353,12712.320000000003,13.51529411764706,10.181176470588236,0d2e2b65b,128.3214627637101
40,284.07700000000006,11363.080000000002,19.08,13.405,0d3bd5eac,107.26362179658116
47,231.3148936170213,10871.800000000005,16.659574468085108,12.953191489361704,0d4128a74,110.9337691591599
27,257.842962962963,6961.760000000001,18.15555555555556,12.837037037037035,0d5525a7b,61.69486281221815
80,307.47850000000005,24598.28000000001,20.9325,14.107500000000002,0d7268752,260.7894500436489
64,166.17500000000004,10635.200000000004,15.071875,10.584375,0d82ef017,96.36888253833611
27,257.7896296296297,6960.3200000000015,18.444444444444443,13.296296296296296,0da996869,57.21648938586695
108,156.33629629629633,16884.320000000003,14.72222222222222,10.103703703703705,0dbfcf802,165.5780451010146
15,179.50933333333336,2692.6400000000003,14.933333333333334,11.706666666666669,0dc2de69d,24.44559359290956
93,266.7255913978495,24805.480000000003,19.275268817204303,12.933333333333334,0dc9eb168,255.84580074029392
36,317.31222222222226,11423.240000000002,21.07777777777778,14.216666666666669,0dd534f81,124.4673196820707
101,203.2724752475248,20530.520000000004,19.35445544554456,9.764356435643563,0df7f89c3,207.46913720037372
30,244.4693333333334,7334.080000000002,18.0,13.080000000000002,0e0809a3d,72.50211903789136
72,267.55444444444447,19263.92,19.20833333333333,12.85,0e0a0483e,188.7641044738648
105,116.43276190476192,12225.440000000002,14.540952380952383,7.79047619047619,0e0e3b0b9,131.14657715447782
13,221.0369230769231,2873.4800000000005,17.907692307692308,11.384615384615383,0e2be222f,22.045218463740806
25,179.28640000000004,4482.160000000001,15.856000000000002,10.744000000000002,0e3074735,52.62182092820223
0,0.0,0.0,0.0,0.0,0e7832f0b,1.4186158535165618
59,272.9966101694916,16106.800000000005,19.16949152542373,12.908474576271187,0e8557b27,165.2603448294228
74,200.24270270270276,14817.960000000005,15.732432432432432,12.135135135135137,0e86615d0,139.916583853883
31,313.02451612903235,9703.760000000002,20.032258064516128,14.096774193548388,0e90d45c6,101.18696890490897
36,249.67333333333335,8988.240000000002,17.66111111111111,13.272222222222222,0eab04c31,94.69555862588858
69,195.72173913043483,13504.800000000005,15.898550724637682,11.840579710144928,0eab1baab,130.48613360149662
76,323.6315789473685,24596.000000000004,22.26315789473684,13.639473684210529,0ebac9a23,251.60299517475588
88,131.56727272727275,11577.920000000002,14.84318181818182,8.450000000000001,0ee812df9,111.64228362782069
36,295.44000000000005,10635.840000000002,20.044444444444444,13.872222222222224,0eed0a689,96.10695001802061
13,191.3230769230769,2487.2000000000003,15.27692307692308,12.061538461538465,0f0bb7843,26.64240463661894
24,274.3133333333334,6583.520000000001,19.14166666666667,14.225,0f43bb6d7,63.001046301434094
111,152.71351351351356,16951.200000000004,15.291891891891892,9.36936936936937,0f47f54f1,166.03378129017796
69,198.68637681159424,13709.360000000002,15.707246376811591,11.907246376811594,0f4911203,131.65580924932186
52,226.4123076923077,11773.440000000002,17.03846153846154,12.580769230769231,0f5267442,119.5272401153785
72,199.3044444444445,14349.920000000004,17.575000000000003,10.4,0f9100915,141.56799922782494
95,179.70610526315792,17072.08,15.458947368421054,10.72421052631579,0f9717e87,166.2473399699444
64,316.6518750000001,20265.720000000005,22.606250000000003,12.978125,0fb8ec104,199.4517280891343
21,253.48000000000005,5323.080000000001,18.714285714285715,12.466666666666669,0fcdc222b,56.28120459525606
29,242.15034482758625,7022.3600000000015,18.37241379310345,12.524137931034485,0fd4ca0d4,63.43455993567981
63,183.5466666666667,11563.440000000002,15.193650793650797,11.80952380952381,0fd63ed98,116.87196574332297
88,170.4977272727273,15003.800000000005,14.859090909090911,11.11818181818182,0ff60b2bc,149.87024755748865
30,202.69600000000003,6080.880000000001,16.693333333333335,11.693333333333332,108c78542,55.99117998403253
7,208.86857142857147,1462.0800000000004,15.942857142857145,13.085714285714287,10c2f7946,11.509372328222977
83,163.81012048192775,13596.240000000003,16.110843373493978,9.790361445783132,10c433ecf,137.16363864298847
30,247.46000000000004,7423.800000000001,17.30666666666667,13.973333333333334,10e1fb0e8,66.97412573992847
40,214.41300000000007,8576.520000000002,17.315,11.69,1104e6a0d,77.1412621043218
92,188.03565217391304,17299.280000000002,15.671739130434784,11.502173913043478,11182d7ae,170.03524976333924
10,229.8880000000001,2298.880000000001,19.04,12.18,1118ba1b9,20.018246109374136
76,189.9068421052632,14432.920000000004,15.921052631578949,11.455263157894738,115d07916,142.43448531871098
34,334.2658823529413,11365.040000000005,22.4,13.664705882352942,116a6fceb,103.75375066103567
40,211.81800000000004,8472.720000000001,16.6,12.275,1172e0f0a,82.55457688861823
45,242.3004444444445,10903.520000000002,18.05777777777778,12.613333333333332,119969932,116.53419681804311
38,237.13157894736847,9011.000000000002,16.647368421052633,13.794736842105264,11c916a8a,91.63745475649722
42,227.0561904761905,9536.360000000002,16.961904761904766,12.566666666666668,11f24467f,98.5531206014936
70,292.4994285714286,20474.960000000003,19.80857142857143,13.737142857142857,124820ed4,201.75820514941773
88,296.48363636363644,26090.560000000005,21.40909090909091,13.325,125118d1d,262.3774896989274
89,189.58786516853937,16873.320000000003,17.080898876404493,10.465168539325845,12786fe3b,163.04636933788115
54,350.7303703703704,18939.44,21.977777777777774,14.374074074074075,12a15fe77,186.2219994085153
58,243.33310344827592,14113.320000000003,18.17241379310345,12.848275862068968,12b724773,145.1049033356703
31,207.25290322580648,6424.840000000001,16.425806451612903,12.045161290322582,12d014f3e,65.78136734476466
50,274.01680000000005,13700.840000000002,19.736,12.928,12e8267b0,139.7042475078496
64,225.07562500000003,14404.840000000002,17.04375,12.196875,12ef135a7,148.30772405947903
77,160.67688311688315,12372.120000000004,14.659740259740262,10.161038961038962,12f742390,134.38437535374214
67,174.57552238805974,11696.560000000003,15.695522388059704,10.88955223880597,12fc83edf,115.3775076897704
60,190.15133333333333,11409.080000000002,15.490000000000002,11.46,13050d5e4,116.38172000707056
69,337.8915942028986,23314.520000000004,23.524637681159422,13.82608695652174,131708dfd,241.411218752319
84,152.6957142857143,12826.440000000002,15.985714285714288,9.176190476190476,132a92818,137.1279040475482
110,133.98436363636367,14738.280000000002,13.787272727272727,9.432727272727274,13354f036,150.28203313496957
10,257.74800000000005,2577.4800000000005,18.42,13.580000000000002,13358081a,24.5987074094211
34,220.00588235294123,7480.200000000002,16.947058823529414,12.4,13395ae85,68.4020422955412
40,247.58800000000005,9903.520000000002,19.215,12.785,133f92be6,92.86712959235352
141,122.63120567375888,17291.000000000004,12.313475177304964,9.353191489361704,134d4a01c,173.10730119751148
96,141.38708333333335,13573.160000000002,14.10625,9.608333333333334,1364f7561,143.89541105510355
92,112.9208695652174,10388.72,12.8,8.465217391304348,136b1f936,107.68466150308868
63,288.2285714285715,18158.400000000005,20.234920634920638,13.136507936507936,13973250e,177.1375099583584
56,279.0221428571429,15625.240000000003,19.20357142857143,13.617857142857144,13a368f78,149.47047758261147
92,171.73000000000005,15799.160000000003,17.26739130434783,9.486956521739131,13b0e960a,155.8189089378753
58,259.5055172413794,15051.320000000003,18.606896551724137,13.572413793103449,13c91a4ed,143.09666317860746
82,166.989756097561,13693.160000000003,14.317073170731708,11.080487804878048,13d56dca0,139.7690428502175
21,200.184761904762,4203.880000000001,16.133333333333333,11.99047619047619,13f7f0e24,47.7546925849789
66,197.65878787878796,13045.480000000003,15.56060606060606,12.57878787878788,140ef3997,127.94208550633756
70,229.52628571428576,16066.840000000004,17.125714285714285,13.031428571428572,1436244cc,160.96243989816733
78,171.12051282051286,13347.400000000003,14.535897435897436,11.333333333333334,1443b3f7a,132.91548007923714
77,174.72363636363642,13453.720000000005,14.901298701298703,10.903896103896104,144d57df8,132.46461889616063
80,250.73750000000004,20059.000000000004,18.9275,12.0025,144dca605,196.62676020817224
4,488.4700000000001,1953.8800000000003,33.050000000000004,14.95,14716eed5,27.00075492693658
42,232.6038095238096,9769.360000000002,17.704761904761906,12.571428571428571,147706d0f,104.71174651787616
59,163.38847457627122,9639.920000000002,14.942372881355931,10.583050847457626,147830115,98.73439497465462
14,269.8028571428572,3777.2400000000007,18.871428571428574,13.871428571428572,14783fc8c,37.91026837790833
43,264.3972093023256,11369.080000000002,17.869767441860468,13.56279069767442,1478a32b8,115.18916437146315
64,150.83250000000004,9653.280000000002,13.7375,10.690625,1478a43f1,99.40308676456202
92,165.26565217391308,15204.440000000002,14.582608695652176,10.55,148075f03,152.8798983796868
70,207.04228571428573,14492.960000000005,15.242857142857142,12.237142857142857,149bbb343,137.0345930671357
81,224.0977777777778,18151.92,20.617283950617285,10.212345679012346,14b4ef410,174.0733137959902
71,219.0529577464789,15552.760000000004,17.309859154929576,11.828169014084509,14c66436c,147.1763110916025
71,178.06873239436624,12642.880000000005,15.35774647887324,11.177464788732395,14d024cc4,133.5855525055751
68,199.3941176470589,13558.800000000005,15.723529411764709,11.811764705882354,14d2b1c3a,136.89088372833947
54,298.5651851851852,16122.520000000002,20.31851851851852,14.014814814814816,14d856fb1,158.97671311328966
105,165.4651428571429,17373.840000000004,15.710476190476191,9.965714285714286,14da8934d,177.3479640697964
31,226.283870967742,7014.800000000001,17.27741935483871,12.470967741935484,14e9933bb,64.41544868778718
32,333.86625000000004,10683.72,24.43125,13.25,14fd84198,106.46614761928512
55,313.9018181818182,17264.600000000002,21.04,14.254545454545454,150cabe75,171.6879315858062
82,220.9273170731708,18116.040000000005,18.14390243902439,11.543902439024391,15153bb54,178.00781785690455
45,314.5573333333334,14155.080000000004,20.404444444444444,14.986666666666668,151d24916,136.99713701994932
15,429.94133333333343,6449.120000000002,25.74666666666667,15.933333333333335,151f2893a,64.57353415033377
28,409.4285714285715,11464.000000000002,23.528571428571432,16.714285714285715,1523f5ec1,106.8113297836569
32,255.7462500000001,8183.880000000002,18.91875,13.1,152800a47,77.77254090906752
98,189.86857142857144,18607.120000000003,17.573469387755104,10.36530612244898,152d16ce7,182.40966040640515
78,217.95948717948724,17000.840000000004,16.78717948717949,12.143589743589745,15486e5af,171.46816113147054
2,147.22000000000003,294.44000000000005,13.2,11.1,155c440e8,-2.404381937753885
92,184.91826086956524,17012.480000000003,18.867391304347827,9.656521739130437,155e8d59d,176.5689839212405
14,346.2457142857144,4847.440000000001,21.928571428571427,14.814285714285717,156282051,45.30652472330126
16,275.6025000000001,4409.640000000001,18.05,14.8625,1577c6651,48.470158065999776
52,159.45076923076928,8291.440000000002,14.23076923076923,10.58846153846154,15babe6dd,90.26048311076006
102,143.99921568627454,14687.920000000004,14.645098039215688,9.358823529411763,15c025a28,160.79514015133438
73,155.26082191780824,11334.040000000005,14.06027397260274,10.35068493150685,15c21964a,110.8624817493076
75,263.2730666666667,19745.480000000003,19.357333333333333,12.664,15c794bfc,195.85902705643568
59,192.41423728813564,11352.440000000002,15.48135593220339,11.945762711864408,15cbc2623,114.2826365368294
26,332.2953846153847,8639.680000000002,20.76923076923077,15.223076923076924,15d56204e,87.53430725053997
25,367.2720000000001,9181.8,23.064,15.712,15f3f1f01,86.24476003593837
46,235.21304347826091,10819.800000000005,17.678260869565218,12.630434782608695,15feda382,112.66262369412662
83,238.9961445783133,19836.680000000004,19.074698795180723,11.53734939759036,160cdf8e1,199.29484174268333
51,282.99921568627457,14432.960000000005,18.482352941176472,13.858823529411763,161f20a53,132.5800373184033
59,345.2454237288136,20369.480000000003,22.68813559322034,14.311864406779662,16501f9a1,198.85191512323613
100,135.04720000000003,13504.720000000005,14.204,9.048,1690036d7,133.9456371277029
35,264.5337142857143,9258.680000000002,18.13714285714286,13.565714285714286,1696dab5e,97.34143565953072
37,237.65081081081087,8793.080000000002,17.664864864864864,12.74054054054054,169be79d1,80.49216606462723
41,222.0546341463415,9104.240000000002,17.658536585365855,11.614634146341464,16a0dc111,89.96992324864173
